text,text_clean,sentiment
"Literasi Digital Dalam Masa Pandemi Covid-19

Pers Mahasiswa Universitas Dian Nuswantoro, Semarang

Drone Emprit dan Mafindo (Mas Muhammad Khairil Haesy) akan jadi narsum. Selasa pagi, jam 9-12.

Saya akan tambahkan materi dari Workshop di RSIS-NTU Singapore November 2019 lalu. https://t.co/83c8WaCCWU",literasi digital pandemi covid pers mahasiswa universitas dian nuswantoro semarang drone emprit mafindo mas muhammad khairil haesy narsum selasa pagi jam tambah materi workshop rsisntu singapore november,neu
"@hrdbacot TWITTER AKU GAMAU JADI DONATUR TETAP KAMPUS😭😭😭

Perkenalkan, saya Moh. Zaenal Affani Mahasiswa Ilmu Komunikasi Universitas Dian Nuswantoro. Saya sedang melalukan penelitian sebagai Tugas Akhir. Saya meminta bantuan teman” untuk jd responden saya. Link:

https://t.co/nftDwPif0L https://t.co/ldxeLpqLga",twitter donatur kampus kenal zaenal affani mahasiswa ilmu komunikasi universitas dian nuswantoro lalu teliti tugas bantu teman responden taut,pos
"HASIL AUDIENSI]
Pada hari ini 3 Juni 2020 pukul 13:30 WIB kami melakukan audiensi kepada Kepala Biro Kemahasiswaan dan Wakil Rektor II Universitas Dian Nuswantoro. https://t.co/f5bZsiBEZZ",hasil audiensi juni wib audiensi kepala biro mahasiswa wakil rektor ii universitas dian nuswantoro,neu
Ditlantas Polda Jateng Gandeng Universitas Dian Nuswantoro Sebagai Kampus Pelopor Keselamatan https://t.co/d4ILyiMHJx https://t.co/KUs6hjCl9J,ditlantas polda jawa tengah gandeng universitas dian nuswantoro kampus pelopor selamat,pos
"Lokasi Ujian tetap di Universitas Dian Nuswantoro (UDINUS) Jl. Nakula 1 No. 5-11 Semarang bertempat di Gedung D, silakan cek lokasi mumpung waktunya masih panjang. Rencana Pengumuman Jadwal Pelaksanaan Tes akan disampaikan besok pagi.",lokasi uji universitas dian nuswantoro udinus jalan nakula nomor semarang tempat gedung sila cek lokasi mumpung rencana umum jadwal laksana tes besok pagi,neu
"Jumat, 26 Juli 2019
Pagi ini Agnes Dwirusjiyati, S.Pd. Komisioner Bidang Pengawasan Isi Siaran memberikan materi pembekalan bagi mahasiswa Universitas Dian Nuswantoro (UDINUS) Semarang. Melalui pembekalan ini, komisioner menjelaskan mengenai tugas dan profil KPID DIY. https://t.co/JfhoNOShuu",jumat juli pagi agnes dwirusjiyati spd komisioner bidang awas isi siar materi bekal mahasiswa universitas dian nuswantoro udinus semarang bekal komisioner tugas profil kpid diy,neg
"Halo Sahabat! 
Yuk lihat keseruan BUMN Goes to Campus yang diselenggarakan di Semarang hasil kerja sama Kementerian BUMN, Petrokimia Gresik, Pupuk indonesia, serta Universitas Diponegoro dan Universitas Dian Nuswantoro, Sahabat. (1) https://t.co/s0iRMo5UzD",halo sahabat yuk lihat seru bumn goes campus selenggara semarang hasil kerja menteri bumn petrokimia gresik pupuk indonesia universitas diponegoro universitas dian nuswantoro sahabat,neu
"SEMARANG DIGITAL KREATIF (SDK) .... Merupakan Coworking Space yg dibuat Pemkot Semarang tahun 2016 bekerjasama Quadruplex Helix dengan PT. Telkom Jateng, Kadin Jateng, Suara Merdeka dan Universitas Dian Nuswantoro (Udinus) Semarang. https://t.co/qFcr1Vo1mj",semarang digital kreatif sdk coworking space perintah kota semarang bekerjasama quadruplex helix pt telkom jawa tengah kadin jawa tengah suara merdeka universitas dian nuswantoro udinus semarang,pos
"KBRI Seoul bekerja sama dengan Program Studi Ilmu Komunikasi Universitas Dian Nuswantoro menyelenggarakan Workshop E-Gamelan dan E-Macapat pada Sabtu (6/10)

@Kemlu_RI
@UmarHad73314840
@sofia_sudarma
@udinus_smg https://t.co/FPaJHyLMjz",kbri seoul program studi ilmu komunikasi universitas dian nuswantoro selenggara workshop egamelan emacapat sabtu,neu
"LIMA Basketball Nationals 2018

Matchday 4 Game 2 Women's
Univ. Dian Nuswantoro Semarang vs Universitas Tarumanegara
End of game: 48 - 39

#LigaMahasiswa #LIMABasketball #LIMABasketballNationals #AwalMasaDepan",basketball nationals matchday game womens univ dian nuswantoro semarang vs universitas tarumanegara end game,neu
"Wali Kota Semarang Hevearita Gunaryanti Rahayu menjadi narasumber dalam dialog 5 rektor tentang “Media Edukatif Menuju Tahun Politik 2024” di Universitas Dian Nuswantoro Semarang.
#PemerintahKotaSemarang 
#BergerakBersama https://t.co/atdeOHpwLR",wali kota semarang hevearita gunaryanti rahayu narasumber dialog rektor media edukatif politik universitas dian nuswantoro semarang,pos
"Halo, Pelajar Seluruh Indonesia 🙋🏼‍♀🙋🏼‍♂

Dalam serangkaian acara DINUS FEST 2023, Himpunan Mahasiswa Teknik Informatika Universitas Dian Nuswantoro menyelenggarakan “Information Technology Competition (ITC 2023)”

Informasi lebih lanjut cek akun media sosial kami @hmtiudinus https://t.co/0yY3GnSFBV",halo ajar indonesia rangkai acara nus fest himpun mahasiswa teknik informatika universitas dian nuswantoro selenggara informasi technology saing itc informasi cek akun media sosial,pos
"temuan di Universitas Dian Nuswantoro Semarang (UDINUS) bersama para rektor PTS dan PTN, serta pemangku kepentingan bidang #PerguruanTinggi Jawa Tengah, Jumat (30/9/2022).

Berbagai perguruan tinggi swasta yang hadir mengeluhkan..

#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/uUTnVWADuJ",temu universitas dian nuswantoro semarang udinus rektor pts ptn mang penting bidang jawa jumat guru swasta hadir keluh dengar aspirasi rakyat,pos
"Launching Aplikasi Si Kecik, untuk Rumah Bank Sampah Resik Becik di Kelurahan Krobokan. 
Program ini merupakan bantuan dari Universitas Dian Nuswantoro untuk mendukung program pilah Sampah menjadi Saldo Rupiah. 

Cc
@sutonosrirejeki 
@hendrarprihadi
@ellyasmara https://t.co/PoDH4PKokb",launching aplikasi si kecik rumah bank sampah resik becik lurah krobokan program bantu universitas dian nuswantoro dukung program pilah sampah saldo rupiah cc,neg
"Bakti Kesehatan Vaksinasi Serentak dalam rangka Hari Bhayangkara ke-76

Wakapolda Jateng Brigjen Pol Abioso Senoaji, S.I,K. menghadiri vaksinasi serentak dalam rangka menyambut hari bhayangkara ke-76 di Universitas Dian Nuswantoro Semarang, Jumat (17/6) pagi. https://t.co/P3K2rjxDSU",bakti sehat vaksinasi serentak rangka bhayangkara wakapolda jawa tengah brigjen pol abioso senoaji sik hadir vaksinasi serentak rangka sambut bhayangkara universitas dian nuswantoro semarang jumat pagi,pos
"Apakah keberuntungan Ghozali Everyday, mahasiswa Universitas Dian Nuswantoro Semarang, bisa diulang oleh setiap orang? Apakah orang yg kemudian ikut2an selfie dan menjual hasilnya di Marketplace OpenSea juga akan ketiban rejeki?

Baca analisanya:

https://t.co/K4LilGIpsh",untung ghozali everyday mahasiswa universitas dian nuswantoro semarang ulang orang orang ikut selfie jual hasil marketplace opensea timpa rejeki baca analisanya,neu
"Pemerintah Kota Surakarta Terima Penghargaan Keterbukaan Informasi Publik Tahun 2021

Acara penganugerahan KIP Award dilaksanakan di Universitas Dian Nuswantoro Semarang, Selasa (14/12). dan disiarkan langsung oleh TVKU.

https://t.co/zGHp3PjYIA https://t.co/ZJKz5ydsez",perintah kota surakarta terima harga buka informasi publik acara anugerah kip award laksana universitas dian nuswantoro semarang selasa siar langsung tvku,pos
"Pagi ini di Sentra Vaksin Universitas Dian Nuswantoro Semarang yang baru dibuka dua hari lalu.

Yang hadir sudah dibariskan, kayak mau senam pagi.😁

Saya urutan ke-26. Urutan antri buat masuk area, maksudnya. Urutan dipanggil buat screening dan suntik vaksin ya beda lagi. https://t.co/XNKxx5TNAE",pagi sentra vaksin universitas dian nuswantoro semarang buka hadir baris senam pagi urut urut antri masuk area maksud urut panggil screening suntik vaksin ya beda,neu
Wali Kota Semarang @hendrarprihadi meninjau sentra vaksinasi @udinus_smg dan @unikasoegija. Universitas Dian Nuswantoro (Udinus) dan Unika Soegijapranata ditunjuk Pemkot Semarang melalui @dkksemarang untuk dijadikan lokasi sentra vaksinasi Covid-19 https://t.co/CkmbKLMhmu,wali kota semarang tinjau sentra vaksinasi universitas dian nuswantoro udinus unika soegijapranata perintah kota semarang jadi lokasi sentra vaksinasi covid,neu
Just posted a photo @ Universitas Dian Nuswantoro https://t.co/IO4Mo4iopC,posted foto universitas dian nuswantoro,neu
"7. Universitas Islam Indonesia, Yogyakarta
8. Universitas Dian Nuswantoro, Semarang https://t.co/wVAHTUfLFH",universitas islam indonesia yogyakarta universitas dian nuswantoro semarang,neu
"▶️ Rocket Rockers @ Universitas Dian Nuswantoro (Udinus) Semarang, September 2005 https://t.co/pSzTAkVEJX",rocket rockers universitas dian nuswantoro udinus semarang september,neu
"Perkuliahan online dimulai, sesuai dengan surat edaran rektor universitas Dian Nuswantoro.
Maka prodi kesehatan masyarakat
Udinus cepat merespon 👌
@SiAdinMHS 
@tvku_smg https://t.co/hvH03zI0DC",kuliah online sesuai surat edar rektor universitas dian nuswantoro prodi sehat masyarakat udinus cepat merespon,pos
"Ditlantas Polda Jateng Gandeng Universitas Dian Nuswantoro Sebagai Kampus Pelopor Keselamatan
..
Kota Semarang- Direktorat Polda Jawa Tengah menggelar kegiatan “Police Goes To Campus” Kampus Pelopor Keselamatan(KaPeKa) Berlalu Lintas dengan menggandeng Universitas Dian Nuswantoro https://t.co/bOGxvj0ZqQ",ditlantas polda jawa tengah gandeng universitas dian nuswantoro kampus pelopor selamat kota semarang direktorat polda jawa gelar giat police goes campus kampus pelopor keselamatankapeka lintas gandeng universitas dian nuswantoro,pos
"SIRI SYARAHAN KURSI P.RAMLEE

"" Seni : Cerminan Relasi Kehidupan Manusia dan Budaya "" 
Oleh Prof. Dr.Tjetjep Rohendi Rohidi
Universitas Dian Nuswantoro
(UDINUS) Semarang, Indonesia.

17 Sept 2019 | 9.30 pagi
Auditorium Bangunan Galeri
Balai Seni Negara

*** Semua dijemput hadir** https://t.co/AaB24SvtuU",siri syarah kursi pramlee seni cermin relasi hidup manusia budaya prof drtjetjep rohendi rohidi universitas dian nuswantoro udinus semarang indonesia september pagi auditorium bangun galeri balai seni negara jemput hadir,neu
"Deklarasi #AlumniJatengMenangkanJokowi ada alumni Universitas Diponegoro, Universitas Negeri Semarang, UIN Walisongo, Universitas Sebelas Maret Surakarta, Universitas Katolik Soegijapranata, Universitas Dian Nuswantoro, Universitas Tujuh Belas Agustus, dan Universitas Stikubank. https://t.co/1On3Pu474b",deklarasi alumni universitas diponegoro universitas negeri semarang uin walisongo universitas sebelas maret surakarta universitas katolik soegijapranata universitas dian nuswantoro universitas tujuh belas agustus universitas stikubank,neu
"Selamat merayakan hari Maulid Nabi Muhammad SAW 12 Rabiul Awal 1440H 2018.
Semoga di hari Maulid Nabi ini, kita selalu mendapat Syafaat Rasulullah dengan meneladani akhlak beliau.

DOSCOM
Universitas Dian Nuswantoro

#doscomedia #doscom #udinus_smg #udin… https://t.co/xsbQu768Rm https://t.co/q68WJCW0pw",selamat raya maulid nabi muhammad saw rabiul h moga maulid nabi syafaat rasulullah teladan akhlak beliau doscom universitas dian nuswantoro,pos
"Karya Anak Bangsa Unjuk Gigi di Tingkat Dunia.

E-gamelanku merupakan aplikasi gamelan digital hasil inovasi mahasiswa asal Universitas Dian Nuswantoro (Udinus) Semarang. Pada Juni mendatang, e-gamelanku bakal tampil di UNESCO. 
#warganegara ini saatnya tunjukkan karyamu https://t.co/fRDLZnuAwQ",karya anak bangsa unjuk gigi tingkat dunia egamelanku aplikasi gamelan digital hasil inovasi mahasiswa universitas dian nuswantoro udinus semarang juni egamelanku tampil unesco tunjuk karya,pos
Sosialisasi pengisian SPT Tahunan melalui E-Filing dan penandatanganan pakta Pembangunan Zona Integritas Wilayah Bebas Korupsi yang diadakan siang tadi di Fakultas Ekonomi dan Bisnis Universitas Dian Nuswantoro Semarang https://t.co/WCxePu9LBM,sosialisasi isi tahun efiling penandatanganan pakta bangun zona integritas wilayah bebas korupsi ada siang fakultas ekonomi bisnis universitas dian nuswantoro semarang,neu
"@jyuunyang Selamat siang kak, dari Banyumanik naik Koridor II arah Terboyo, transit di halte Udinus, kemudian ganti ke Koridor VII arah Genuk, turun di halte Poncol kak.*",selamat siang kak banyumanik koridor ii arah terboyo transit halte udinus ganti koridor vii arah genuk turun halte poncol kak,pos
"ini ilkom udinus emg seangkatan pada ambis apa gimana yaa, ko temen2 gue yg disana udh pd sidang skripsi si",ilkom udinus emang angkat ambis yaa ko temen sana pd sidang skripsi si,pos
"Peringati Hari Pers Nasional, #Udinus Gelar Dialog Lima Rektor #klikRMOL
https://t.co/3q2L3vRkIt",ingat pers nasional gelar dialog rektor,neu
"Thank you kaka"" cantik FK Undip✨
(makeup sesuai request)😍
cek on our instagram👇
https://t.co/VwnJjeqEOO
mua semarang mua undip mua unnes mua udinus mua poltekkes mua polines mua tembalang mua banyumanik https://t.co/XanHZPH8Vn",thank kaka cantik fk undip makeup sesuai request cek instagram mua semarang mua undip mua unnes mua udinus mua poltekkes mua polines mua tembalang mua banyumanik,pos
"Memperingati hari pers nasional 2023, Universitas Dian Nuswantoro (Udinus) menggelar dialog bersama lima rektor tentang bagaiman membagi informasi di media sosial. Dialog digelar di Gedung E lantai 3 Udinus, Kamis (2/2).
https://t.co/mhsBBpPTDH",ingat pers nasional universitas dian nuswantoro udinus gelar dialog rektor bagaiman bagi informasi media sosial dialog gelar gedung e lantai udinus kamis,pos
Trensains kembali menyabet penghargaan Internasional dibidang penelitian yang dilaksanakan oleh IYSA yang bekerjasama dengan IPB University dan Universitas Dian Nuswantoro Semarang (14-17 Maret 2022). https://t.co/hG5h8gU3Sk,trensains sabet harga internasional bidang teliti laksana iysa bekerjasama ipb university universitas dian nuswantoro semarang maret,pos
"Pratama Arhan mendapatkan beasiswa S1 dan S2 dari Rektor Universitas Dian Nuswantoro (Udinus) Semarang, Edi Noersasongko

https://t.co/PwnnQ0nzdS https://t.co/GkotxM8fhf",pratama arhan beasiswa rektor universitas dian nuswantoro udinus semarang edi noersasongko,neu
Universitas Dian Nuswantoro (Udinus) Semarang memberi beasiswa kepada Pratama Arhan. #kumparanBOLA https://t.co/t5L3JdiO5D,universitas dian nuswantoro udinus semarang beasiswa pratama arhan,neu
"Halo Siadiners khususnya Mahasiswa Baru nih.. 
Selamat bergabung di keluarga besar Universitas Dian Nuswantoro yaaaa 🥳
Serukan Dinus Inside Day 1 ? Yuk jangan lupa mengikuti Dinus Inside Day 2 ya, share keseruan Dinus Inside kamu",halo siadiners mahasiswa nih selamat gabung keluarga universitas dian nuswantoro ya seru nus inside yuk lupa ikut nus inside ya share seru nus inside,neu
"""bismillah..Universitas Sriwijaya
Universitas Ahmad Dahlan Yogyakarta
Universitas Dian Nuswantoro Universitas Narotama UNNAR Surabaya""ucapku belum selesai 
"",Ampunnn manusia gendenk,,kamu pakai ayat suci apa sampai kami lemes tanpa berdaya,,ampun ampunn kami",bismillahuniversitas sriwijaya universitas ahmad dahlan yogyakarta universitas dian nuswantoro universitas narotama unnar surabayaucapku selesai ampun manusia gendenkkamu pakai ayat suci lemes berdayaampun ampunn,neu
"Kerjasama tsb dimulai dengan penandatanganan Perjanjian Kerjasama Inspektorat Prov Jateng dan Universitas Dian Nuswantoro yang diwakili oleh Inspektur Provinsi Jawa Tengah @santosa1983, dan Wakil Rektor III Universitas Dian Nuswantoro, Kusni Ingsih. https://t.co/pc5CVYjf7N",kerjasama penandatanganan janji kerjasama inspektorat prov jawa tengah universitas dian nuswantoro wakil inspektur provinsi jawa wakil rektor universitas dian nuswantoro kusni ingsih,pos
"Inspektorat @provjateng jalin kerjasama dengan Universitas Dian Nuswantoro dalam Program Mahasiswa Magang Kerja.
#JatengGayeng
@ganjarpranowo 
@TajYasinMZ 
@kominfo_jtg https://t.co/iPkL0APUaq",inspektorat jalin kerjasama universitas dian nuswantoro program mahasiswa magang kerja,neu
"Universitas Dian Nuswantoro
Dian dri KBBI: alat untuk menerangi (sesuatu); (lampu) kecil dengan bahan bakar minyak; pelita;
Nuswantoro = Nuswantara? = Nusantara?
Universitas Dian Nuswantoro jadinya Archipelago Lamp University???🤔🤔",universitas dian nuswantoro dian kbbi alat rang lampu bahan bakar minyak pelita nuswantoro nuswantara nusantara universitas dian nuswantoro archipelago lamp university,neu
"@collegemenfess Di Semarang

USM - Universitas Semarang. Ada kelas sore ada kelas pagi. 
Unimus - Universitas Muhammadiyah Semarang.
Unisbank - Universitas stikubank.
Udinus - Universitas Dian Nuswantoro.
Unwahas - Universitas Wahid Hasyim.
STIE Semarang.",semarang usm universitas semarang kelas sore kelas pagi unimus universitas muhammadiyah semarang unisbank universitas stikubank udinus universitas dian nuswantoro unwahas universitas wahid hasyim stie semarang,neu
